meter_id,timestamp,region,building_type,floor_area_m2,insulation_rating,hvac_age_years,solar_kw_installed,ev_charger,hour,day_of_week,is_weekend,is_holiday,tariff_tier,temp_c,humidity_pct,wind_ms,precip_mm,grid_price_usd_per_kwh,occupancy_index,solar_generation_kwh,consumption_kwh,next_hour_consumption_kwh,lag1_kwh,lag24_kwh,roll24_mean_kwh,roll24_std_kwh,high_usage_flag,anomaly_flag,sensor_health,outage_risk_score
M001,2025-01-01 00:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,0,2,0,1,off_peak,0.41,44.0,2.73,0.0,0.133,0.145,0.0,2.7074,2.5389,,,2.7074,,0,0,0.973,0.1012
M001,2025-01-01 01:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,1,2,0,1,off_peak,1.34,53.5,3.18,0.0,0.12,0.18,0.0,2.5389,2.6194,2.7074,,2.6232,0.1191,0,0,0.979,0.1195
M001,2025-01-01 02:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,2,2,0,1,off_peak,1.22,55.9,4.64,0.0,0.1308,0.239,0.0,2.6194,2.342,2.5389,,2.6219,0.0843,0,0,0.94,0.1562
M001,2025-01-01 03:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,3,2,0,1,off_peak,3.03,61.0,3.02,0.5,0.1216,0.231,0.0,2.342,2.6295,2.6194,,2.5519,0.156,0,0,0.943,0.1309
M001,2025-01-01 04:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,4,2,0,1,off_peak,1.36,65.8,4.45,0.0,0.1323,0.184,0.0,2.6295,2.209,2.342,,2.5674,0.1394,0,0,0.995,0.1704
M001,2025-01-01 05:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,5,2,0,1,off_peak,2.76,57.2,4.74,0.0,0.1362,0.171,0.0,2.209,1.6002,2.6295,,2.5077,0.1923,0,0,0.961,0.1118
M001,2025-01-01 06:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,6,2,0,1,off_peak,9.19,66.1,1.8,0.0,0.1139,0.202,0.0,1.6002,1.5037,2.209,,2.3781,0.3853,0,0,0.958,0.1184
M001,2025-01-01 07:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,7,2,0,1,mid_peak,5.1,67.6,1.05,3.0,0.1693,0.332,0.66,1.5037,0.7454,1.6002,,2.2688,0.472,0,0,0.967,0.1179
M001,2025-01-01 08:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,8,2,0,1,mid_peak,6.35,69.4,2.98,0.0,0.1629,0.27,1.382,0.7454,0.1676,1.5037,,2.0995,0.6729,0,0,0.966,0.165
M001,2025-01-01 09:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,9,2,0,1,mid_peak,11.58,60.1,1.92,0.0,0.1485,0.458,1.701,0.1676,0.0,0.7454,,1.9063,0.8808,0,0,0.938,0.1449
M001,2025-01-01 10:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,10,2,0,1,mid_peak,13.82,55.9,5.02,0.0,0.1353,0.572,2.069,0.0,0.4655,0.1676,,1.733,1.0142,0,0,0.983,0.1716
M001,2025-01-01 11:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,11,2,0,1,mid_peak,8.11,49.7,1.97,0.0,0.1606,0.777,2.918,0.4655,0.9989,0.0,,1.6274,1.0339,0,0,0.966,0.0647
M001,2025-01-01 12:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,12,2,0,1,mid_peak,9.45,41.2,6.81,0.0,0.1537,0.845,2.614,0.9989,1.3726,0.4655,,1.579,1.0051,0,0,0.994,0.1871
M001,2025-01-01 13:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,13,2,0,1,mid_peak,10.38,45.7,6.99,0.0,0.1441,0.835,2.521,1.3726,1.4734,0.9989,,1.5643,0.9672,0,0,0.973,0.1366
M001,2025-01-01 14:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,14,2,0,1,mid_peak,12.06,45.7,6.42,0.0,0.1404,0.934,2.059,1.4734,1.7845,1.3726,,1.5582,0.9323,0,0,0.965,0.125
M001,2025-01-01 15:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,15,2,0,1,mid_peak,7.35,42.3,4.19,0.0,0.1541,0.754,2.072,1.7845,2.0069,1.4734,,1.5724,0.9025,0,0,0.959,0.1315
M001,2025-01-01 16:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,16,2,0,1,on_peak,7.63,44.9,1.63,0.0,0.2066,0.605,1.392,2.0069,1.8763,1.7845,,1.5979,0.8802,0,0,0.986,0.0444
M001,2025-01-01 17:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,17,2,0,1,on_peak,8.2,31.6,2.17,0.0,0.2082,0.385,0.729,1.8763,2.4523,2.0069,,1.6134,0.8564,0,0,0.956,0.0602
M001,2025-01-01 18:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,18,2,0,1,on_peak,6.65,38.9,4.13,0.0,0.2171,0.328,0.0,2.4523,2.6133,1.8763,,1.6576,0.8542,0,0,0.961,0.1259
M001,2025-01-01 19:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,19,2,0,1,on_peak,4.4,52.3,2.52,0.0,0.2208,0.235,0.0,2.6133,2.867,2.4523,,1.7053,0.8585,0,0,0.952,0.1009
M001,2025-01-01 20:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,20,2,0,1,on_peak,3.8,47.3,2.4,0.0,0.225,0.226,0.0,2.867,2.6675,2.6133,,1.7607,0.8743,0,0,0.948,0.0958
M001,2025-01-01 21:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,21,2,0,1,on_peak,1.11,46.6,6.63,0.0,0.2269,0.116,0.0,2.6675,2.8484,2.867,,1.8019,0.8749,0,0,0.963,0.1218
M001,2025-01-01 22:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,22,2,0,1,on_peak,2.18,47.3,0.86,0.5,0.2347,0.208,0.0,2.8484,3.3381,2.6675,,1.8474,0.8822,0,0,0.92,0.0914
M001,2025-01-01 23:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,23,2,0,1,on_peak,1.74,45.2,4.31,0.0,0.2354,0.24,0.0,3.3381,3.1059,2.8484,,1.9095,0.9149,1,0,0.957,0.1676
M001,2025-01-02 00:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,0,3,0,0,off_peak,2.35,39.5,3.95,0.0,0.1377,0.17,0.0,3.1059,2.9413,3.3381,2.7074,1.9261,0.9334,1,0,0.962,0.1201
M001,2025-01-02 01:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,1,3,0,0,off_peak,1.3,55.3,3.13,0.0,0.124,0.211,0.0,2.9413,2.5634,3.1059,2.5389,1.9429,0.9484,0,0,0.955,0.1487
M001,2025-01-02 02:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,2,3,0,0,off_peak,3.24,40.3,1.19,0.0,0.1197,0.146,0.0,2.5634,2.903,2.9413,2.6194,1.9405,0.9467,0,0,0.973,0.1454
M001,2025-01-02 03:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,3,3,0,0,off_peak,4.69,55.1,2.2,0.0,0.1161,0.283,0.0,2.903,2.3911,2.5634,2.342,1.9639,0.9638,0,0,0.941,0.1354
M001,2025-01-02 04:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,4,3,0,0,off_peak,4.23,58.6,3.09,0.0,0.1297,0.151,0.0,2.3911,2.1796,2.903,2.6295,1.954,0.9579,0,0,0.975,0.1326
M001,2025-01-02 05:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,5,3,0,0,off_peak,5.49,57.0,1.07,0.0,0.1142,0.201,0.0,2.1796,2.1759,2.3911,2.209,1.9527,0.9576,0,0,0.98,0.0912
M001,2025-01-02 06:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,6,3,0,0,off_peak,6.08,73.0,5.79,3.0,0.1179,0.19,0.0,2.1759,1.7666,2.1796,1.6002,1.9767,0.9556,0,0,0.989,0.1492
M001,2025-01-02 07:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,7,3,0,0,mid_peak,7.04,70.6,2.85,1.5,0.1498,0.225,0.6,1.7666,1.4046,2.1759,1.5037,1.9877,0.9514,0,0,0.982,0.1309
M001,2025-01-02 08:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,8,3,0,0,mid_peak,6.92,64.9,2.7,0.0,0.1584,0.424,1.437,1.4046,0.9613,1.7666,0.7454,2.0152,0.9231,0,0,0.965,0.1004
M001,2025-01-02 09:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,9,3,0,0,mid_peak,9.3,51.5,4.49,1.5,0.1531,0.529,1.801,0.9613,0.0,1.4046,0.1676,2.0482,0.8665,0,0,0.969,0.1918
M001,2025-01-02 10:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,10,3,0,0,mid_peak,9.32,66.5,7.56,0.0,0.1543,0.572,2.508,0.0,0.0039,0.9613,0.0,2.0482,0.8665,0,0,0.962,0.192
M001,2025-01-02 11:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,11,3,0,0,mid_peak,13.0,56.3,2.16,0.0,0.1422,0.915,2.896,0.0039,0.36,0.0,0.4655,2.029,0.9073,0,0,0.945,0.1114
M001,2025-01-02 12:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,12,3,0,0,mid_peak,12.36,44.3,0.97,0.0,0.1385,0.911,2.533,0.36,0.6572,0.0039,0.9989,2.0024,0.9473,0,0,0.966,0.0884
M001,2025-01-02 13:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,13,3,0,0,mid_peak,10.44,47.6,8.16,6.0,0.1517,0.95,2.751,0.6572,1.0727,0.36,1.3726,1.9726,0.9787,0,0,0.948,0.2027
M001,2025-01-02 14:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,14,3,0,0,mid_peak,8.32,50.8,3.33,0.0,0.1548,0.857,2.259,1.0727,1.6449,0.6572,1.4734,1.9559,0.991,0,0,0.969,0.0712
M001,2025-01-02 15:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,15,3,0,0,mid_peak,7.16,39.3,10.24,0.0,0.1576,0.804,1.683,1.6449,1.7946,1.0727,1.7845,1.95,0.9924,0,0,0.971,0.2583
M001,2025-01-02 16:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,16,3,0,0,on_peak,9.79,42.2,6.9,0.0,0.1991,0.604,1.329,1.7946,2.142,1.6449,2.0069,1.9412,0.9928,0,0,0.958,0.1091
M001,2025-01-02 17:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,17,3,0,0,on_peak,7.43,42.2,1.49,0.0,0.2136,0.407,0.706,2.142,2.0308,1.7946,1.8763,1.9523,0.9936,0,0,0.984,0.0809
M001,2025-01-02 18:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,18,3,0,0,on_peak,6.72,33.4,2.45,0.0,0.2182,0.345,0.0,2.0308,2.7785,2.142,2.4523,1.9347,0.9881,0,0,0.957,0.1008
M001,2025-01-02 19:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,19,3,0,0,on_peak,2.35,38.7,0.21,0.0,0.2247,0.251,0.0,2.7785,2.0156,2.0308,2.6133,1.9416,0.9935,0,0,0.988,0.0669
M001,2025-01-02 20:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,20,3,0,0,on_peak,5.39,35.2,1.63,0.0,0.2118,0.17,0.0,2.0156,2.3649,2.7785,2.867,1.9061,0.9741,0,0,0.964,0.0268
M001,2025-01-02 21:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,21,3,0,0,on_peak,3.85,48.1,0.84,0.0,0.2275,0.263,0.0,2.3649,2.6353,2.0156,2.6675,1.8935,0.9657,0,0,0.961,0.1096
M001,2025-01-02 22:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,22,3,0,0,on_peak,0.87,39.6,1.74,0.0,0.225,0.212,0.0,2.6353,2.9075,2.3649,2.8484,1.8846,0.9575,0,0,0.974,0.105
M001,2025-01-02 23:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,23,3,0,0,on_peak,1.43,49.2,0.57,0.0,0.227,0.197,0.0,2.9075,2.9587,2.6353,3.3381,1.8667,0.9328,0,0,0.944,0.0921
M001,2025-01-03 00:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,0,4,0,0,off_peak,2.4,41.7,1.37,0.0,0.1233,0.287,0.0,2.9587,2.2719,2.9075,3.1059,1.8606,0.9247,1,0,0.954,0.0736
M001,2025-01-03 01:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,1,4,0,0,off_peak,2.21,45.8,1.7,0.0,0.1232,0.208,0.0,2.2719,2.6941,2.9587,2.9413,1.8327,0.9005,0,0,0.977,0.1158
M001,2025-01-03 02:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,2,4,0,0,off_peak,2.1,47.9,2.69,0.0,0.1313,0.262,0.0,2.6941,2.1825,2.2719,2.5634,1.8381,0.9055,0,0,0.941,0.0632
M001,2025-01-03 03:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,3,4,0,0,off_peak,3.02,55.3,0.71,3.0,0.1317,0.148,0.0,2.1825,2.151,2.6941,2.903,1.8081,0.8802,0,0,0.949,0.1276
M001,2025-01-03 04:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,4,4,0,0,off_peak,3.62,59.7,5.96,1.5,0.1298,0.165,0.0,2.151,2.0602,2.1825,2.3911,1.7981,0.8747,0,0,0.954,0.2213
M001,2025-01-03 05:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,5,4,0,0,off_peak,5.19,61.8,1.64,0.0,0.1171,0.213,0.0,2.0602,1.7175,2.151,2.1796,1.7931,0.8728,0,0,0.977,0.1334
M001,2025-01-03 06:00:00,W,commercial,113,0.7099661340085155,16.486923566767146,2.762723347780235,1,6,4,0,0,off_peak,8.21,49.4,3.47,0.0,0.1235,0.237,0.0,1.7175,1.4803,2.0602,2.1759,1.774,0.869,0,0,0.961,0.1141
